DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
18K272,PS 272 CURTIS ESTABROOK,3,Gen Ed,17,1,17,17,17
18K272,PS 272 CURTIS ESTABROOK,3,ICT,18,1,18,18,18
18K272,PS 272 CURTIS ESTABROOK,4,Gen Ed,12,1,12,<15,<15
18K272,PS 272 CURTIS ESTABROOK,4,ICT,14,1,14,<15,<15
18K272,PS 272 CURTIS ESTABROOK,5,Gen Ed,15,1,15,15,15
18K272,PS 272 CURTIS ESTABROOK,5,ICT,33,2,16.5,16,17
18K276,PS 276 LOUIS MARSHALL,K,Gen Ed,33,2,16.5,16,17
18K276,PS 276 LOUIS MARSHALL,K,ICT,18,1,18,18,18
18K276,PS 276 LOUIS MARSHALL,1,Gen Ed,39,2,19.5,17,22
18K276,PS 276 LOUIS MARSHALL,1,ICT,23,1,23,23,23
18K276,PS 276 LOUIS MARSHALL,2,Gen Ed,37,2,18.5,18,19
18K276,PS 276 LOUIS MARSHALL,2,ICT,19,1,19,19,19
18K276,PS 276 LOUIS MARSHALL,3,Gen Ed,46,2,23,23,23
18K276,PS 276 LOUIS MARSHALL,3,ICT,20,1,20,20,20
18K276,PS 276 LOUIS MARSHALL,4,Gen Ed,47,2,23.5,22,25
18K276,PS 276 LOUIS MARSHALL,4,ICT,24,1,24,24,24
18K276,PS 276 LOUIS MARSHALL,5,Gen Ed,45,2,22.5,21,24
18K276,PS 276 LOUIS MARSHALL,5,ICT,27,1,27,27,27
18K279,PS 279 HERMAN SCHREIBER,K,Gen Ed,38,2,19,19,19
18K279,PS 279 HERMAN SCHREIBER,1,Gen Ed,32,2,16,15,17
18K279,PS 279 HERMAN SCHREIBER,2,Gen Ed,39,2,19.5,19,20
18K279,PS 279 HERMAN SCHREIBER,3,Gen Ed,37,2,18.5,18,19
18K279,PS 279 HERMAN SCHREIBER,4,Gen Ed,19,1,19,19,19
18K279,PS 279 HERMAN SCHREIBER,4,ICT,18,1,18,18,18
18K279,PS 279 HERMAN SCHREIBER,5,Gen Ed,34,2,17,17,17
18K285,IS 285 MEYER LEVIN,6,Gen Ed,79,3,26.3,25,27
18K285,IS 285 MEYER LEVIN,6,ICT,59,2,29.5,28,31
18K285,IS 285 MEYER LEVIN,7,Gen Ed,134,5,26.8,23,30
18K285,IS 285 MEYER LEVIN,7,ICT,85,3,28.3,27,29
18K285,IS 285 MEYER LEVIN,8,Gen Ed,91,3,30.3,30,31
18K285,IS 285 MEYER LEVIN,8,ICT,91,3,30.3,29,31
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,6,Gen Ed,47,2,23.5,23,24
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,6,ICT,48,2,24,22,26
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,7,Gen Ed,27,1,27,27,27
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,7,ICT,79,3,26.3,26,27
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,8,Gen Ed,71,3,23.7,20,28
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,8,ICT,44,2,22,19,25
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,6,Gen Ed,31,2,15.5,15,16
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,6,ICT,11,1,11,<15,<15
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,7,Gen Ed,28,2,14,<15,15
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,7,ICT,15,1,15,15,15
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,8,Gen Ed,35,2,17.5,15,20
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,8,ICT,15,1,15,15,15
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,6,Gen Ed,22,1,22,22,22
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,6,ICT,45,2,22.5,20,25
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,7,ICT,27,1,27,27,27
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,8,Gen Ed,18,1,18,18,18
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,8,ICT,23,1,23,23,23
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,6,Gen Ed,47,2,23.5,23,24
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,6,ICT,68,3,22.7,21,24
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,7,Gen Ed,54,3,18,17,20
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,7,ICT,40,2,20,18,22
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,8,Gen Ed,66,3,22,22,22
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,8,ICT,47,2,23.5,23,24
19K007,PS 007 ABRAHAM LINCOLN,K,Gen Ed,59,3,19.7,18,23
19K007,PS 007 ABRAHAM LINCOLN,K,ICT,18,1,18,18,18
19K007,PS 007 ABRAHAM LINCOLN,1,Gen Ed,62,3,20.7,20,22
19K007,PS 007 ABRAHAM LINCOLN,1,ICT,23,1,23,23,23
19K007,PS 007 ABRAHAM LINCOLN,2,Gen Ed,69,3,23,22,24
19K007,PS 007 ABRAHAM LINCOLN,2,ICT,21,1,21,21,21
19K007,PS 007 ABRAHAM LINCOLN,3,Gen Ed,75,4,18.8,15,23
19K007,PS 007 ABRAHAM LINCOLN,3,ICT,24,1,24,24,24
19K007,PS 007 ABRAHAM LINCOLN,4,Gen Ed,73,3,24.3,24,25
19K007,PS 007 ABRAHAM LINCOLN,4,ICT,49,2,24.5,24,25
19K007,PS 007 ABRAHAM LINCOLN,5,Gen Ed,86,4,21.5,17,26
19K007,PS 007 ABRAHAM LINCOLN,5,ICT,19,1,19,19,19
19K013,PS 013 ROBERTO CLEMENTE,K,Gen Ed,20,1,20,20,20
19K013,PS 013 ROBERTO CLEMENTE,K,ICT,26,1,26,26,26
19K013,PS 013 ROBERTO CLEMENTE,1,Gen Ed,24,1,24,24,24
19K013,PS 013 ROBERTO CLEMENTE,1,ICT,25,1,25,25,25
19K013,PS 013 ROBERTO CLEMENTE,2,Gen Ed,23,1,23,23,23
19K013,PS 013 ROBERTO CLEMENTE,2,ICT,23,1,23,23,23
19K013,PS 013 ROBERTO CLEMENTE,3,Gen Ed,30,2,15,<15,18
19K013,PS 013 ROBERTO CLEMENTE,3,ICT,19,1,19,19,19
19K013,PS 013 ROBERTO CLEMENTE,4,Gen Ed,27,2,13.5,<15,16
19K013,PS 013 ROBERTO CLEMENTE,4,ICT,15,1,15,15,15
19K013,PS 013 ROBERTO CLEMENTE,5,Gen Ed,37,2,18.5,18,19
19K013,PS 013 ROBERTO CLEMENTE,5,ICT,21,1,21,21,21
19K065,PS 065,K,Gen Ed,25,1,25,25,25
19K065,PS 065,K,ICT,44,2,22,22,22
19K065,PS 065,1,Gen Ed,58,3,19.3,18,20
19K065,PS 065,2,Gen Ed,82,4,20.5,19,22
19K065,PS 065,3,Gen Ed,63,3,21,19,24
19K065,PS 065,3,ICT,22,1,22,22,22
19K065,PS 065,4,Gen Ed,57,3,19,18,20
19K065,PS 065,4,ICT,21,1,21,21,21
19K065,PS 065,5,Gen Ed,50,2,25,24,26
19K065,PS 065,5,ICT,25,1,25,25,25
19K089,PS 089 CYPRESS HILLS,K,Gen Ed,22,1,22,22,22
19K089,PS 089 CYPRESS HILLS,K,ICT,21,1,21,21,21
19K089,PS 089 CYPRESS HILLS,1,Gen Ed,22,1,22,22,22
19K089,PS 089 CYPRESS HILLS,1,ICT,22,1,22,22,22
19K089,PS 089 CYPRESS HILLS,2,ICT,38,2,19,19,19
19K089,PS 089 CYPRESS HILLS,3,Gen Ed,25,1,25,25,25
19K089,PS 089 CYPRESS HILLS,3,ICT,22,1,22,22,22
19K089,PS 089 CYPRESS HILLS,4,ICT,44,2,22,22,22
19K089,PS 089 CYPRESS HILLS,5,Gen Ed,20,1,20,20,20
19K089,PS 089 CYPRESS HILLS,5,ICT,25,1,25,25,25
19K089,PS 089 CYPRESS HILLS,6,ICT,52,2,26,22,30
19K089,PS 089 CYPRESS HILLS,7,Gen Ed,25,1,25,25,25
19K089,PS 089 CYPRESS HILLS,7,ICT,21,1,21,21,21
19K089,PS 089 CYPRESS HILLS,8,ICT,55,2,27.5,27,28
19K108,PS 108 SAL ABBRACCIAMENTO,K,Gen Ed,86,4,21.5,21,22
19K108,PS 108 SAL ABBRACCIAMENTO,K,ICT,24,1,24,24,24
19K108,PS 108 SAL ABBRACCIAMENTO,1,Gen Ed,78,3,26,25,27
19K108,PS 108 SAL ABBRACCIAMENTO,1,ICT,28,1,28,28,28
19K108,PS 108 SAL ABBRACCIAMENTO,2,Gen Ed,61,3,20.3,18,24
19K108,PS 108 SAL ABBRACCIAMENTO,2,ICT,49,2,24.5,24,25
19K108,PS 108 SAL ABBRACCIAMENTO,3,Gen Ed,48,2,24,23,25
19K108,PS 108 SAL ABBRACCIAMENTO,3,ICT,51,2,25.5,25,26
19K108,PS 108 SAL ABBRACCIAMENTO,4,Gen Ed,44,2,22,21,23
19K108,PS 108 SAL ABBRACCIAMENTO,4,ICT,75,3,25,24,26
19K108,PS 108 SAL ABBRACCIAMENTO,5,Gen Ed,27,1,27,27,27
19K108,PS 108 SAL ABBRACCIAMENTO,5,ICT,82,3,27.3,27,28
19K149,PS 149 DANNY KAYE,K,Gen Ed,42,2,21,21,21
19K149,PS 149 DANNY KAYE,K,G&T,12,1,12,<15,<15
19K149,PS 149 DANNY KAYE,K,ICT,20,1,20,20,20
19K149,PS 149 DANNY KAYE,1,Gen Ed,45,3,15,<15,18
19K149,PS 149 DANNY KAYE,1,ICT,21,1,21,21,21
19K149,PS 149 DANNY KAYE,2,Gen Ed,40,3,13.3,<15,15
19K149,PS 149 DANNY KAYE,2,ICT,16,1,16,16,16
19K149,PS 149 DANNY KAYE,3,Gen Ed,37,2,18.5,18,19
19K149,PS 149 DANNY KAYE,3,G&T,12,1,12,<15,<15
19K149,PS 149 DANNY KAYE,3,ICT,19,1,19,19,19
19K149,PS 149 DANNY KAYE,4,Gen Ed,26,2,13,<15,<15
19K149,PS 149 DANNY KAYE,4,G&T,12,1,12,<15,<15
19K149,PS 149 DANNY KAYE,4,ICT,19,1,19,19,19
19K149,PS 149 DANNY KAYE,5,Gen Ed,21,1,21,21,21
19K149,PS 149 DANNY KAYE,5,G&T,14,1,14,<15,<15
19K149,PS 149 DANNY KAYE,5,ICT,24,1,24,24,24
19K158,PS 158 WARWICK,K,Gen Ed,25,1,25,25,25
19K158,PS 158 WARWICK,K,ICT,25,1,25,25,25
19K158,PS 158 WARWICK,1,Gen Ed,37,2,18.5,18,19
19K158,PS 158 WARWICK,1,ICT,18,1,18,18,18
19K158,PS 158 WARWICK,2,Gen Ed,40,2,20,18,22
19K158,PS 158 WARWICK,3,Gen Ed,36,2,18,17,19
19K158,PS 158 WARWICK,3,ICT,15,1,15,15,15
19K158,PS 158 WARWICK,4,Gen Ed,35,2,17.5,17,18
19K158,PS 158 WARWICK,4,ICT,22,1,22,22,22
19K158,PS 158 WARWICK,5,Gen Ed,64,3,21.3,21,22
19K159,PS 159 ISAAC PITKIN,K,Gen Ed,87,4,21.8,21,23
19K159,PS 159 ISAAC PITKIN,K,ICT,20,1,20,20,20
19K159,PS 159 ISAAC PITKIN,1,Gen Ed,62,3,20.7,19,22
19K159,PS 159 ISAAC PITKIN,1,ICT,23,1,23,23,23
19K159,PS 159 ISAAC PITKIN,2,Gen Ed,82,4,20.5,19,22
19K159,PS 159 ISAAC PITKIN,2,ICT,21,1,21,21,21
19K159,PS 159 ISAAC PITKIN,3,Gen Ed,65,3,21.7,20,24
19K159,PS 159 ISAAC PITKIN,3,ICT,20,1,20,20,20
19K159,PS 159 ISAAC PITKIN,4,Gen Ed,64,3,21.3,20,22
19K159,PS 159 ISAAC PITKIN,4,ICT,24,1,24,24,24
19K159,PS 159 ISAAC PITKIN,5,Gen Ed,75,4,18.8,18,19
19K159,PS 159 ISAAC PITKIN,5,ICT,23,1,23,23,23
19K171,IS 171 ABRAHAM LINCOLN,6,Gen Ed,52,2,26,23,29
19K171,IS 171 ABRAHAM LINCOLN,6,ICT,26,1,26,26,26
19K171,IS 171 ABRAHAM LINCOLN,7,Gen Ed,68,3,22.7,22,24
19K171,IS 171 ABRAHAM LINCOLN,7,ICT,21,1,21,21,21
19K171,IS 171 ABRAHAM LINCOLN,8,Gen Ed,87,3,29,27,30
19K171,IS 171 ABRAHAM LINCOLN,8,ICT,25,1,25,25,25
19K190,PS 190 SHEFFIELD,K,Gen Ed,20,1,20,20,20
19K190,PS 190 SHEFFIELD,1,Gen Ed,10,1,10,<15,<15
19K190,PS 190 SHEFFIELD,2,Gen Ed,17,1,17,17,17
19K190,PS 190 SHEFFIELD,3,Gen Ed,20,1,20,20,20
19K190,PS 190 SHEFFIELD,4,Gen Ed,22,1,22,22,22
19K190,PS 190 SHEFFIELD,5,Gen Ed,29,1,29,29,29
19K202,PS 202 ERNEST S JENKYNS,K,Gen Ed,17,1,17,17,17
19K202,PS 202 ERNEST S JENKYNS,K,ICT,18,1,18,18,18
19K202,PS 202 ERNEST S JENKYNS,1,ICT,22,1,22,22,22
19K202,PS 202 ERNEST S JENKYNS,2,Gen Ed,32,2,16,<15,18
19K202,PS 202 ERNEST S JENKYNS,3,ICT,26,1,26,26,26
19K202,PS 202 ERNEST S JENKYNS,4,ICT,29,1,29,29,29
19K202,PS 202 ERNEST S JENKYNS,5,Gen Ed,18,1,18,18,18
19K202,PS 202 ERNEST S JENKYNS,5,ICT,22,1,22,22,22
19K213,PS 213 NEW LOTS,K,Gen Ed,20,1,20,20,20
19K213,PS 213 NEW LOTS,K,ICT,20,1,20,20,20
19K213,PS 213 NEW LOTS,1,Gen Ed,13,1,13,<15,<15
19K213,PS 213 NEW LOTS,1,ICT,16,1,16,16,16
19K213,PS 213 NEW LOTS,2,Gen Ed,12,1,12,<15,<15
19K213,PS 213 NEW LOTS,2,ICT,16,1,16,16,16
19K213,PS 213 NEW LOTS,3,Gen Ed,24,1,24,24,24
19K213,PS 213 NEW LOTS,4,Gen Ed,29,1,29,29,29
19K213,PS 213 NEW LOTS,5,ICT,27,1,27,27,27
19K214,PS 214 MICHAEL FRIEDSAM,K,Gen Ed,93,5,18.6,15,22
19K214,PS 214 MICHAEL FRIEDSAM,K,ICT,18,1,18,18,18
19K214,PS 214 MICHAEL FRIEDSAM,1,Gen Ed,88,4,22,20,24
19K214,PS 214 MICHAEL FRIEDSAM,1,ICT,21,1,21,21,21
19K214,PS 214 MICHAEL FRIEDSAM,2,Gen Ed,76,3,25.3,23,27
19K214,PS 214 MICHAEL FRIEDSAM,2,ICT,28,1,28,28,28
19K214,PS 214 MICHAEL FRIEDSAM,3,Gen Ed,79,4,19.8,18,21
19K214,PS 214 MICHAEL FRIEDSAM,3,ICT,22,1,22,22,22
19K214,PS 214 MICHAEL FRIEDSAM,4,Gen Ed,82,3,27.3,26,28
19K214,PS 214 MICHAEL FRIEDSAM,4,ICT,25,1,25,25,25
19K214,PS 214 MICHAEL FRIEDSAM,5,Gen Ed,76,3,25.3,24,26
19K214,PS 214 MICHAEL FRIEDSAM,5,ICT,22,1,22,22,22
19K218,JHS 218 JAMES P SINNOTT,6,Gen Ed,62,3,20.7,18,22
19K218,JHS 218 JAMES P SINNOTT,6,ICT,23,1,23,23,23
19K218,JHS 218 JAMES P SINNOTT,7,Gen Ed,45,2,22.5,22,23
19K218,JHS 218 JAMES P SINNOTT,7,ICT,44,2,22,21,23
19K218,JHS 218 JAMES P SINNOTT,8,Gen Ed,52,2,26,25,27
19K218,JHS 218 JAMES P SINNOTT,8,ICT,42,2,21,20,22
19K224,PS 224 HALE A WOODRUFF,K,Gen Ed,18,1,18,18,18
19K224,PS 224 HALE A WOODRUFF,K,ICT,16,1,16,16,16
19K224,PS 224 HALE A WOODRUFF,1,Gen Ed,13,1,13,<15,<15
19K224,PS 224 HALE A WOODRUFF,1,ICT,18,1,18,18,18
19K224,PS 224 HALE A WOODRUFF,2,Gen Ed,15,1,15,15,15
19K224,PS 224 HALE A WOODRUFF,2,ICT,18,1,18,18,18
19K224,PS 224 HALE A WOODRUFF,3,Gen Ed,16,1,16,16,16
19K224,PS 224 HALE A WOODRUFF,3,ICT,19,1,19,19,19
19K224,PS 224 HALE A WOODRUFF,4,Gen Ed,19,1,19,19,19
19K224,PS 224 HALE A WOODRUFF,4,ICT,21,1,21,21,21
19K224,PS 224 HALE A WOODRUFF,5,ICT,31,2,15.5,<15,17
19K273,PS 273 WORTMAN,K,Gen Ed,23,1,23,23,23
19K273,PS 273 WORTMAN,K,ICT,21,1,21,21,21
19K273,PS 273 WORTMAN,1,Gen Ed,19,1,19,19,19
19K273,PS 273 WORTMAN,1,ICT,23,1,23,23,23
19K273,PS 273 WORTMAN,2,ICT,25,1,25,25,25
19K273,PS 273 WORTMAN,3,Gen Ed,21,1,21,21,21
19K273,PS 273 WORTMAN,3,ICT,20,1,20,20,20
19K273,PS 273 WORTMAN,4,Gen Ed,26,1,26,26,26
19K273,PS 273 WORTMAN,4,ICT,25,1,25,25,25
19K273,PS 273 WORTMAN,5,Gen Ed,16,1,16,16,16
19K273,PS 273 WORTMAN,5,ICT,18,1,18,18,18
19K290,PS 290 JUAN MOREL CAMPOS,K,Gen Ed,38,2,19,18,20
19K290,PS 290 JUAN MOREL CAMPOS,K,ICT,20,1,20,20,20
19K290,PS 290 JUAN MOREL CAMPOS,1,Gen Ed,20,1,20,20,20
19K290,PS 290 JUAN MOREL CAMPOS,1,ICT,21,1,21,21,21
19K290,PS 290 JUAN MOREL CAMPOS,2,Gen Ed,29,2,14.5,<15,16
19K290,PS 290 JUAN MOREL CAMPOS,2,ICT,18,1,18,18,18
19K290,PS 290 JUAN MOREL CAMPOS,3,Gen Ed,23,1,23,23,23
19K290,PS 290 JUAN MOREL CAMPOS,3,ICT,26,1,26,26,26
19K290,PS 290 JUAN MOREL CAMPOS,4,Gen Ed,26,1,26,26,26
19K290,PS 290 JUAN MOREL CAMPOS,4,ICT,25,1,25,25,25
19K290,PS 290 JUAN MOREL CAMPOS,5,Gen Ed,31,2,15.5,<15,17
19K290,PS 290 JUAN MOREL CAMPOS,5,ICT,19,1,19,19,19
19K292,JHS 292 MARGARET S DOUGLAS,6,Gen Ed,66,3,22,17,28
19K292,JHS 292 MARGARET S DOUGLAS,6,ICT,36,2,18,18,18
19K292,JHS 292 MARGARET S DOUGLAS,7,Gen Ed,44,2,22,21,23
19K292,JHS 292 MARGARET S DOUGLAS,7,ICT,64,3,21.3,17,24
19K292,JHS 292 MARGARET S DOUGLAS,8,Gen Ed,54,2,27,27,27
19K292,JHS 292 MARGARET S DOUGLAS,8,ICT,89,4,22.3,21,24
19K306,PS 306 ETHAN ALLEN,K,Gen Ed,21,1,21,21,21
19K306,PS 306 ETHAN ALLEN,K,ICT,20,1,20,20,20
19K306,PS 306 ETHAN ALLEN,1,Gen Ed,19,1,19,19,19
19K306,PS 306 ETHAN ALLEN,1,ICT,19,1,19,19,19
19K306,PS 306 ETHAN ALLEN,2,Gen Ed,17,1,17,17,17
19K306,PS 306 ETHAN ALLEN,2,ICT,17,1,17,17,17
19K306,PS 306 ETHAN ALLEN,3,Gen Ed,33,2,16.5,15,18
19K306,PS 306 ETHAN ALLEN,4,Gen Ed,15,1,15,15,15
19K306,PS 306 ETHAN ALLEN,4,ICT,17,1,17,17,17
19K306,PS 306 ETHAN ALLEN,5,ICT,32,2,16,<15,19
19K325,THE FRESH CREEK SCHOOL,K,ICT,23,1,23,23,23
19K325,THE FRESH CREEK SCHOOL,1,ICT,25,1,25,25,25
19K325,THE FRESH CREEK SCHOOL,2,ICT,15,1,15,15,15
19K325,THE FRESH CREEK SCHOOL,3,ICT,15,1,15,15,15
19K325,THE FRESH CREEK SCHOOL,4,ICT,22,1,22,22,22
19K325,THE FRESH CREEK SCHOOL,5,ICT,27,1,27,27,27
19K328,PS 328 PHYLLIS WHEATLEY,K,Gen Ed,20,1,20,20,20
19K328,PS 328 PHYLLIS WHEATLEY,K,ICT,16,1,16,16,16
19K328,PS 328 PHYLLIS WHEATLEY,1,Gen Ed,14,1,14,<15,<15
19K328,PS 328 PHYLLIS WHEATLEY,1,ICT,11,1,11,<15,<15
19K328,PS 328 PHYLLIS WHEATLEY,2,Gen Ed,20,1,20,20,20
19K328,PS 328 PHYLLIS WHEATLEY,2,ICT,17,1,17,17,17
19K328,PS 328 PHYLLIS WHEATLEY,3,Gen Ed,16,1,16,16,16
19K328,PS 328 PHYLLIS WHEATLEY,3,ICT,15,1,15,15,15
19K328,PS 328 PHYLLIS WHEATLEY,4,Gen Ed,19,1,19,19,19
19K328,PS 328 PHYLLIS WHEATLEY,4,ICT,19,1,19,19,19
19K328,PS 328 PHYLLIS WHEATLEY,5,Gen Ed,19,1,19,19,19
19K328,PS 328 PHYLLIS WHEATLEY,5,ICT,19,1,19,19,19
19K345,PS 345 PATROLMAN ROBERT BOLDEN,K,Gen Ed,51,2,25.5,25,26
19K345,PS 345 PATROLMAN ROBERT BOLDEN,K,ICT,26,1,26,26,26
19K345,PS 345 PATROLMAN ROBERT BOLDEN,1,Gen Ed,42,2,21,21,21
19K345,PS 345 PATROLMAN ROBERT BOLDEN,1,ICT,21,1,21,21,21
19K345,PS 345 PATROLMAN ROBERT BOLDEN,2,Gen Ed,61,3,20.3,19,22
19K345,PS 345 PATROLMAN ROBERT BOLDEN,2,ICT,24,1,24,24,24
19K345,PS 345 PATROLMAN ROBERT BOLDEN,3,Gen Ed,50,2,25,23,27
19K345,PS 345 PATROLMAN ROBERT BOLDEN,3,ICT,22,1,22,22,22
19K345,PS 345 PATROLMAN ROBERT BOLDEN,4,Gen Ed,39,2,19.5,19,20
19K345,PS 345 PATROLMAN ROBERT BOLDEN,4,ICT,19,1,19,19,19
19K345,PS 345 PATROLMAN ROBERT BOLDEN,5,Gen Ed,51,2,25.5,25,26
19K345,PS 345 PATROLMAN ROBERT BOLDEN,5,ICT,24,1,24,24,24
19K346,PS 346 ABE STARK,K,Gen Ed,24,1,24,24,24
19K346,PS 346 ABE STARK,K,ICT,24,1,24,24,24
19K346,PS 346 ABE STARK,1,Gen Ed,38,2,19,19,19
19K346,PS 346 ABE STARK,1,ICT,19,1,19,19,19
19K346,PS 346 ABE STARK,2,Gen Ed,30,2,15,<15,17
19K346,PS 346 ABE STARK,2,ICT,17,1,17,17,17
19K346,PS 346 ABE STARK,3,Gen Ed,48,3,16,15,17
19K346,PS 346 ABE STARK,3,ICT,13,1,13,<15,<15
19K346,PS 346 ABE STARK,4,Gen Ed,21,1,21,21,21
19K346,PS 346 ABE STARK,4,ICT,41,2,20.5,20,21
19K346,PS 346 ABE STARK,5,Gen Ed,36,2,18,17,19
19K346,PS 346 ABE STARK,5,ICT,35,2,17.5,17,18
19K364,IS 364 GATEWAY,6,ICT,53,2,26.5,24,29
19K364,IS 364 GATEWAY,7,ICT,52,2,26,23,29
19K364,IS 364 GATEWAY,8,Gen Ed,19,1,19,19,19
19K364,IS 364 GATEWAY,8,ICT,45,2,22.5,21,24
19K404,ACADEMY FOR YOUNG WRITERS,6,ICT,49,2,24.5,24,25
19K404,ACADEMY FOR YOUNG WRITERS,7,ICT,43,2,21.5,21,22
19K404,ACADEMY FOR YOUNG WRITERS,8,ICT,62,3,20.7,20,21
19K409,EAST NEW YORK FAMILY ACADEMY,6,ICT,83,3,27.7,25,30
19K409,EAST NEW YORK FAMILY ACADEMY,7,ICT,80,3,26.7,23,29
19K409,EAST NEW YORK FAMILY ACADEMY,8,ICT,72,3,24,17,29
19K422,SPRING CREEK COMMUNITY SCHOOL,6,ICT,45,2,22.5,19,26
19K422,SPRING CREEK COMMUNITY SCHOOL,7,Gen Ed,24,1,24,24,24
19K422,SPRING CREEK COMMUNITY SCHOOL,7,ICT,42,2,21,19,23
19K422,SPRING CREEK COMMUNITY SCHOOL,8,Gen Ed,23,1,23,23,23
19K422,SPRING CREEK COMMUNITY SCHOOL,8,ICT,39,2,19.5,18,21
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,6,Gen Ed,28,1,28,28,28
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,6,ICT,26,1,26,26,26
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,7,Gen Ed,29,1,29,29,29
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,7,ICT,30,1,30,30,30
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,8,Gen Ed,30,1,30,30,30
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,8,ICT,54,2,27,26,28
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,K,Gen Ed,24,1,24,24,24
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,K,ICT,23,1,23,23,23
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,1,Gen Ed,13,1,13,<15,<15
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,1,ICT,19,1,19,19,19
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,2,Gen Ed,16,1,16,16,16
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,2,ICT,21,1,21,21,21
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,3,ICT,23,1,23,23,23
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,4,ICT,34,2,17,<15,20
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,5,ICT,43,2,21.5,20,23
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,6,Gen Ed,43,2,21.5,19,24
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,6,ICT,21,1,21,21,21
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,7,Gen Ed,28,1,28,28,28
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,7,ICT,45,2,22.5,22,23
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,8,Gen Ed,24,1,24,24,24
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,8,ICT,46,2,23,21,25
19K661,VISTA ACADEMY,6,Gen Ed,80,3,26.7,22,29
19K661,VISTA ACADEMY,6,ICT,49,2,24.5,24,25
19K661,VISTA ACADEMY,7,Gen Ed,87,3,29,27,30
19K661,VISTA ACADEMY,7,ICT,57,2,28.5,28,29
19K661,VISTA ACADEMY,8,Gen Ed,114,4,28.5,28,30
19K661,VISTA ACADEMY,8,ICT,29,1,29,29,29
19K662,LIBERTY AVENUE MIDDLE SCHOOL,6,Gen Ed,41,2,20.5,19,22
19K662,LIBERTY AVENUE MIDDLE SCHOOL,6,ICT,92,4,23,20,26
19K662,LIBERTY AVENUE MIDDLE SCHOOL,7,Gen Ed,76,3,25.3,24,27
19K662,LIBERTY AVENUE MIDDLE SCHOOL,7,ICT,102,4,25.5,24,27
19K662,LIBERTY AVENUE MIDDLE SCHOOL,8,Gen Ed,89,3,29.7,28,31
19K662,LIBERTY AVENUE MIDDLE SCHOOL,8,ICT,80,3,26.7,25,29
19K663,SCHOOL OF THE FUTURE BROOKLYN,6,ICT,43,2,21.5,21,22
19K663,SCHOOL OF THE FUTURE BROOKLYN,7,ICT,22,1,22,22,22
19K663,SCHOOL OF THE FUTURE BROOKLYN,8,ICT,18,1,18,18,18
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,K,Gen Ed,42,2,21,20,22
